Date,News,Label
1395/03/30,"کاهش ۸۷۸ واحدی شاخص بورس در معاملات امروز بلوک ۷۳ درصدی ""ذوب"" روی دست دولت ماند چهار عضو جدید شورای عالی بورس تعیین شدند هر سهم ""'گوهران"" ۱۰۸ تومان کشف قیمت شد انگیزه ای برای ورود نقدینگی از بانک‌ها به بورس وجود ندارد روش قیمت‌گذاری جایگاه‌های سوخت دولتی اصلاح شد",0
1395/03/31,شاخص بورس ۴۱۲ واحد افت کرد معامله ۳۰۳ میلیون سهم دولتی قطعی شد شرایط درج و انجام معاملات در بازار پایه فرابورس تغییر کرد سقوط بورس روی موج بی فرهنگی,0
1395/04/01,استقبال فعالان کشاورزی از اولین عرضه گواهی سپرده کالایی جو افت ۷ درصدی شاخص فرابورس ایران در خرداد امسال شاخص بورس مثبت شد تحلیل ترند آذربایجان از کاهش نرخ سود بانکی و تأثیر آن بر بورس ایران,1
1395/04/02,"شاخص بورس ۸۴۵ واحد رشد کرد ""بورس امروز"" به جمع مطبوعات بورسی پیوست تقسیم سود در مجامع شرکت‌ها علت ریزش روزهای اخیر بورس",1
1395/04/05,"""نیمه پُر"" انتشار نخستین اوراق رهنی در بورس برای خروج مسکن از رکود رشد ۲۷ واحدی شاخص بورس در معاملات امروز عرضه اوراق سلف موازی استاندارد اوره با نرخ سود ۲۳ درصد در بورس کالا بدترین روز ۱۰ ماه اخیر وال استریت با خروج انگلیس از اتحادیه اروپا رقم خورد کاهش دستوری سود بانکی ناجی بورس نخواهد بود نقدینگی جدید در شرایط قرمز بورس وارد بازار سرمایه نمی‌شود برخی مسئولان از مفهوم خصوصی سازی بی اطلاع اند افت ۲۳۲ واحدی شاخص بورس در هفته‌ای که گذشت",1
1395/04/06,"افت شاخص بورس‌های عربی در پی خروج انگلیس از اتحادیه اروپا شاخص بورس ۷۱ واحد رشد کرد لزوم تغییر قانون برای ساماندهی سهام عدالت آقای روحانی؛ لطفا دستور پیگیری ""مافیای سهام عدالت"" را صادر کنید سهم ۳۵ درصدی خودرویی ها از معاملات هفته گذشته بورس افت ۵ درصدی شاخص بورس در خرداد",1
1395/04/08,۲۲ درصد معاملات سه ماه گذشته بورس در اختیار ۵ کارگزار تاثیر خروج انگلیس از اتحادیه اروپا بر بورس ایران شاخص بورس به ارتفاع ۷۴ هزار واحد بازگشت افت ۷۶۰۴ واحدی شاخص بورس در بهار امسال بی اعتنایی بورس ایران به خروج انگلیس از اتحادیه اروپا نیروگاه سلطانیه زنجان واگذار می‌شود,1
1395/04/09,۵۰ شرکت فعال بورس در بهار معرفی شدند رشد ۲۹۶ واحدی شاخص بورس در هفته‌ای که گذشت واگذاری ۴ شرکت دولتی در هفته دوم تیرماه شاخص بورس ۲۴۹ واحد افت کرد بورس در معاملات خرداد تنها ۸ روز مثبت بود کاهش نرخ سود بانکی به رونق بورس کمک می‌کند,0
1395/04/12,ساخت محصولات فلزی پربازده ترین صنعت بورس شد شاخص بورس ۲۵واحد رشد کرد چرایی عدم واکنش مثبت بورس به کاهش نرخ سود کارنامه ضعیف دولت یازدهم در اجرای اصل ۴۴ قانون اساسی رهن ثانویه دوای درد رکود مسکن نیست ششمین مرحله اسناد خزانه اسلامی دوشنبه راهی فرابورس می‌شود,1
1395/04/13,انتشار اوراق رهنی به بازار مسکن کشور رونق می‌دهد مذاکرات با بوئینگ و ایرباس ادامه دارد/ تعیین زمان تحویل هواپیماها دست بنده نیست جزئیات آخرین وضعیت توقف ۶ نماد بورسی اعلام شد بازگشت شاخص بورس به ارتفاع ۷۴ هزار واحد مدیران بانکی در نبرد سنگین اقتصادی با دشمن کارنامه درخشانی دارند عرضه روزانه ۸ هزار تن شکر در بورس کالا برای ایجاد تعادل در بازار درخواست آخوندی برای افزایش کمینه سرمایه بانک‌ها به ۱ میلیارد دلار انتشار ۱۰۰ هزار میلیارد ریال اوراق رهنی مسکن تا پایان سال انتشار اوراق رهنی مسکن با رعایت فرامین قرآن و اسلام صورت گرفته است حجم ۲۰ هزار میلیارد تومانی بازار صکوک/تحریک مسکن برای تحریک صنایع بورسی واگذاری ۱۴۱ هزار میلیارد ریال سهم دولتی از سال ۸۰ تاکنون رفتار هیجانی تازه واردها یکی از عوامل سقوط بورس است,1
1395/04/14,سیاست‌های جدید افزایش تقاضای مسکن منجر به رونق تورمی می‌شود شاخص بورس ۱۱۶ واحد افت کرد دولت برای شکستن مقاومت‌ها در برابر خصوصی سازی راهکار ارائه دهد,0
1395/04/15,واگذاری ۱.۵ میلیارد سهم دولتی در بورس شاخص بورس ۱۰۱ واحد رشد کرد راهبرد مجلس دهم در توسعه صنعت پتروشیمی کشور,1
1395/04/19,خودروسواری بورس در هفته‌ای که گذشت بزرگترین گردهمایی سالانه فعالان بورس از فردا برپا می‌شود افت ۳۳۲ واحدی شاخص بورس در اولین روز هفته عضویت ایران در فدراسیون بورس‌ها شرط کافی برای رونق بورس نیست پاسخ معاون سابق سازمان خصوصی سازی به یک ادعا آغاز پذیره‌نویسی نخستین صندوق سرمایه گذاری قابل معامله با درآمدثابت بورس روند اصلاحی خود را پشت سرگذاشته است,0
1395/04/20,جدایی بیمه عمر از غیر عمر در دستور کار قرار گرفت شاخص بورس به رشد ۴۷ واحدی بسنده کرد بازار سرمایه زمینه ساز توسعه یافتگی سایر بازارهاست چراغ سبز بورس برای عرضه سهام عدالت نهمین نمایشگاه بانک، بیمه و بورس افتتاح شد خصوصی‌سازی قطره‌چکانی در ۱۱۳ روز,1
1395/04/21,ایران و کره جنوبی تفاهم‌نامه همکاری بورسی امضا کردند معرفی ظرفیت های بورس کالا برای جذب سرمایه گذاران خارجی نقدینگی برای ورود از بانک‌ها به بورس رغبتی ندارد تاثیرپذیری مثبت بورس از رفع تحریم‌ها شاخص بورس ۵۲ واحد رشد کرد,1
1395/04/22,دعوت از صاحبنظران برای ارائه پیشنهاد جهت ترویج ابزارهای مالی در بورس اوراق صکوک ایران در کشورهای دیگر منتشر می‌شود شاخص بورس ۸۰ واحد افت کرد ابزارهای سرمایه‌گذاری در بورس مشکل شرعی ندارد تفاهم نامه همکاری بین سمات و بورس آتن یونان امضا شد ۶ماه پس از برجام روابط بانکی با ایران آغاز نشده/هنوز پول های سفارتمان را به صورت قاچاق وارد ایران می کنیم پای لنگ خصوصی‌سازی در اطلاع‌رسانی,0
1395/04/23,"شاخص بورس ۲۶ واحد رشد کرد رونمایی از ""دارا""ی بورس",1
1395/04/26,"عملکرد تامین سرمایه نوین اعلام شد لزوم عرضه محصولات فولادی کشور در بورس کالا برای ایجاد رقابت شاخص بورس ۱۰۴ واحد رشد کرد ""قفل"" مشکلات بورس با ""کلید"" برجام باز نشد تاثیر روانی کودتای ترکیه بر بازار سرمایه ایران اقتصاد مقاومتی کارایی بیشتری برای رونق بورس نسبت به برجام دارد افت ۲۸۶ واحدی شاخص بورس در هفته ای که گذشت",1
1395/04/27,شاخص بورس به ارتفاع ۷۴ هزار واحد بازگشت بورس و تخم مرغ‌هایی که یکجا در سبد برجام گذاشته شد اما و اگرهای خروج محصولات پتروشیمی از بورس کالا انجام ۹۴ درصد واگذاری‌های دولت به صورت بلوکی از سال ۱۳۸۰ کمترین بازدهی بورس‌های جهان به نام بورس تهران ثبت شد,1
1395/04/28,"۶۶ درصد کل واگذاریها متعلق به ""گروه دو"" بوده است شاخص بورس ۲ واحد رشد کرد کاهش سود اعلامی ""وبملت"" در آستانه برگزاری مجمع سال ۹۱، اوج خصوصی سازی در فرابورس بود",1
1395/04/29,تامین مالی ۱۰۰۰ میلیارد تومانی پروژه‌ها از طریق بورس در سال ۹۴ بیکاری چالش جدی اقتصاد کشور است/ هنوز همه تحریم‌های برجامی لغو نشده عبور ارزش تولیدات پتروشیمی کشور از ۵ میلیارد دلار در سال جاری نرخ بالای سود بانکی مشکل اصلی بنگاه‌های تولیدی در کشور است,1
1395/04/30,رشد ۷۵۱ واحدی شاخص بورس در هفته آخر تیرماه ۷ ابزار جدید تامین مالی در راه بازار سرمایه رشد ۲۰۰ واحدی شاخص بورس در آخرین روز معاملاتی تیرماه سرمایه خارجی پس از برجام به بورس نیامد مشکلات انتقال پول بزرگترین مانع صنعت پتروشیمی در پسابرجام است صدور دیرهنگام حواله از سوی بازرگانی دولتی، دلیل تاخیر تحویل شکر به خریداران,1
1395/05/02,"سایه کودتا بالای سر بورس ترکیه خیز شاخص بورس برای بازگشت به کانال ۷۵ هزار واحد افزایش حجم معاملات فرابورس در تیرماه واگذاری شرکت سرمایه‌ گذاری‌های خارجی ایران تکذیب شد ۴ ماه گذشت، از آزادسازی سهام عدالت خبری نشد رشد حجم و ارزش معاملات تیرماه بورس نسبت به خرداد رونق دوباره بورس پس از پایان یافتن فصل مجامع افت ۵۷۰۰ واحدی شاخص بورس در ۴ ماه نخست امسال بازی متناقض با یک ""قانون""/۴۵درصد واگذاری‌های دولت یازدهم رددیون شد",1
1395/05/03,استقبال سرد خارجی‌ها از نمایشگاه بورس، بانک و بیمه ایران شاخص بورس ۲۴۹ واحد رشد کرد افزایش عرضه محصولات پتروشیمی در بورس کالا با پالایش سامانه بهین‌یاب رشد حجم و ارزش معاملات فرابورس در ۴ ماه نخست امسال رونق، شرط کوچ نقدینگی از بانک‌ها به سمت بورس است,1
1395/05/04,شاخص بورس ۲۸۲ واحد رشد کرد رشد ۳۰ واحدی آیفکس در تیرماه تقسیم سود در مجامع به صلاح بورس نیست ۲۱ درصد معاملات ۴ ماه نخست امسال در اختیار ۵ کارگزار,1
1395/05/05,"فطانت از بورس رفت/ شاپور محمدی رئیس شد/ طیب‌نیا به‌دنبال معاون اقتصادی تقسیم سود نقدی ۱۳۸ هزار میلیارد ریالی توسط ناشران بورس خانه تکانی در بورس /۳ عضو هیئت مدیره جدید تعیین شدند صدور ۱۴ کد معاملاتی برای حضور خارجی ها در بورس شاخص بورس به نیمه ارتفاع ۷۵ هزار واحد رسید تاخیر در تحویل شکر از سوی ""توسعه نیشکر"" نیست/ بازار شکر به زودی متعادل می‌شود",1
1395/05/06,تأسیس شرکت چند صد میلیاردی بدون حتی یک نیروی انسانی + سند تاکید رییس‌جمهور بر پیگیری جدی اجرای اصل۴۴ پیشنهاد تعریف شاخص برای بورس کالا تأکید روحانی بر پیگیری جدی اجرای اصل ۴۴/ شرکت‌ها به اشخاص صاحب صلاحیت واگذار شوند استعفایم از ریاست بورس بخاطر مهره های تحمیلی نبود تدوین طرح راهبردی محوریت بورس در تامین مالی کشور در بدترین شرایط بورس، رئیس شدم روی خوش شاخص به تغییرات مدیریتی بورس انجام ۵۷ هزار میلیارد ریال افزایش سرمایه در بورس بروز نشانه‌های رونق در بورس,1
1395/05/10,افزایش سودآوری شرکت‌ها، اولویت اصلی رئیس جدید بورس شاخص بورس در تیرماه ۱۵ روز مثبت بود شاخص بورس ۳۵۳ واحد رشد کرد لزوم توجه رئیس جدید بورس به اصلاح قوانین و مقررات آزادسازی سهام عدالت پیش از انتخابات ریاست جمهوری؟,1
1395/05/11,شاخص بورس ۶۷ واحد رشد کرد سهم ۶۵ درصدی حقیقی‌ها از معاملات ۴ ماه گذشته بورس عرضه اولیه ۲۷ میلیون سهم آتیه داده پرداز فردا در فرابورس بورس تهران پر بازده‌ترین در میان ۱۷ بورس معتبر بین المللی شناخته شد خودروسازان خصوصی هستند یا دولتی؟ افزایش تعامل نهاد ناظر با بازار در دوره جدید بورس,1
1395/05/12,صعود شاخص بورس به ارتفاع ۷۷ هزار واحد ۵۹۰ روز با فطانتِ بورس,1
1395/05/13,تدوین ۱۲ برنامه ملی بر اساس اقتصاد مقاومتی/ تامین مالی بورس ۳ برابر شد ۱۳ اولویت رئیس جدید بورس تشریح شد دفاع فطانت از عملکرد ۲۰ ماهه خود در بورس افشای اطلاعات مالی نهادها باید اولین دستور کار رئیس جدید بورس باشد نگرانی از بالا و پایین رفتن شاخص‌، بورس را از مسیرش منحرف می‌کند شاخص بورس در یک قدمی ۷۸ هزار واحدی شدن قرار گرفت بورس کالا خریداران شکر را شناسنامه دار کرده است بلوک ۱۷درصدی حفاری شمال در بورس عرضه می شود,1
1395/05/16,شاخص بورس به ارتفاع ۷۸ هزار واحد صعود کرد,1
1395/05/17,بلوکه شدن هزار میلیارد تومان سرمایه ایران خودرو در چند زیرمجموعه بورسی توجه به ابزارها، انتظار صنعت تامین سرمایه از رئیس جدید بورس مصائب خبرنگارِ بورسی بودن ادامه رشد شاخص بورس در ارتفاع ۷۸ هزار واحد شکر ارزان در راه است/عرضه روزانه ۱۵ هزارتن شکر با قیمت ۲۵۲۰ تومان در بورس نمایندگان ناظر مجلس در شورای عالی بورس و اوراق بهادار انتخاب شدند کاهش ۲۴ درصدی ارزش سهام معامله شده در جهان سفته‌بازی بانکی‌ها اوراق حق تقدم مسکن را گران کرد,1
1395/05/18,جزئیات آخرین وضعیت توقف ۱۴ نماد بورسی اعلام شد شاخص بورس ۳۷۹واحد افت کرد مهلت نقل و انتقال اوراق تسه سال ۹۳ تمدید شد بورس تهران بیشترین بازدهی شاخص بورس های جهانی را از آن خود کرد تمدید مهلت افزایش سرمایه شرکت‌‌ها به شرط تجدید ارزیابی دارایی‌ها قبل از اتمام ۹۴,0
1395/05/19,شاخص بورس ۴۳ واحد رشد کرد رئیس سازمان بورس پیگیر رفع مشکلات صنایع باشد امروز زنگ بورس با مخابرات به صدا در می آید آغاز سقوط آزاد نرخ اوراق حق تقدم مسکن,1
1395/05/20,جزئیات عرضه اولیه ۱۰ درصد سهام دامداری تلیسه نمونه شاخص بورس ۱۷۷ واحد افت کرد ناظران مجلس در هیات واگذاری انتخاب شدند رشد این روزهای شاخص بورس تحت تاثیر ۴ عامل,0
1395/05/23,"رئیس جدید بورس و موانع رونق پایدار بازار سرمایه شاخص بورس ۲۸ واحد رشد کرد رییس هیات مدیره شرکت سپرده‌گذاری مرکزی‌ اوراق بهادار تغییر کرد حل ابهامات خارجی‌ها برای ورود به بورس اولویت رئیس جدید باشد رشد ۱۵ درصدی حجم معاملات ""تسه‌ها"" در فرابورس رشد حجم و ارزش معاملات و شاخص بورس در هفته ای که گذشت",1
1395/05/24,"شاخص بورس ۱۳ واحد افت کرد تغییر رئیس بورس،گام نخست دولت برای رونق بازار سرمایه در سال ۹۵ هر سهم ""تلیسه"" ۵۳۰ تومان کشف قیمت شد فرآیند سپرده کردن سهام در بورس کشور آسان تر شد تعادل بورس تا پایان سال ادامه دارد رشد ۳۷ درصدی حجم معاملات هفتگی بورس تهران",0
1395/05/25,ابلاغ دستورالعمل تاسیس صندوق‌ سرمایه‌گذاری جسورانه شاخص بورس ۳۷۶ واحد افت کرد صنایع بورسی همچنان چشم انتظار ارائه تسهیلات بانکی هستند ۱۶۹۸ میلیارد ریال سهم دولتی واگذار شد,0
1395/05/26,کدهای معاملاتی فاقد شناسه ملی مسدود شد شفافیت بورس کالا، مانع ایجاد رانت در بازار پتروشیمی می‌شود شاخص بورس به رشد ۲۶ واحدی قناعت کرد تک نرخی شدن ارز سرمایه‌گذاری در بورس را افزایش می‌دهد بلوک ۸۰ درصدی پتروشیمی دماوند عرضه می‌شود,1
1395/05/27,شاخص بورس ۲۳ واحد رشد کرد چراغ ورود به بورس سبز شد/ فعال شدن حقوقی‌ها در معاملات روزهای اخیر چگونگی تاسیس صندوق سرمایه‌گذاری جسورانه در فرابورس تشریح شد,1
1395/05/30,۵۸ درصد حجم معاملات هفتگی بورس در دست خودروسازان شاخص بورس در یک قدمی بازگشت به کانال ۷۸ هزار واحد جزئیات آخرین وضعیت توقف ۵ نماد بانکی در بورس اعلام شد گزارش مجلس در خصوص تحقیق و تفحص از سهام عدالت آماده شد پرداخت سود سهام عدالت در سال‌های گذشته قانونی بود بلوک ۲۰ درصدی پتروشیمی ابن سینا عرضه می‌شود آیفکس ۱۳.۴ واحد افت کرد افت ۳۱۲ واحدی شاخص بورس در هفته‌ای که گذشت,1
1395/05/31,سهام دولتی ۳ شرکت از طریق مزایده واگذار می‌شود پرداخت ۴۸۴۴ میلیارد ریال سود انواع اوراق به سرمایه‌گذاران در شهریور امسال شاخص بورس به کانال ۷۸ هزار واحد رسید ارزش صندوق های قابل معامله در بورس افزایش یافت واگذاری ۱۶۹۸ میلیارد ریال سهم دولتی در ۵ ماه,1
1395/06/01,شاخص بورس در کانال ۷۸ هزار واحد درجا زد حقوقی‌ها بورس را سبز کردند,0
1395/06/02,افزایش ۸۶ درصدی صدور کد سهامداران خارجی در بورس ۲۰ درصد کل معاملات ۵ماهه بورس در اختیار ۵ کارگزاری رشد ۳۵۷۲ واحدی شاخص بورس در مردادماه شاخص بورس ۱۲۲ واحد افت کرد رشد ۱۸ واحدی آیفکس در مرداد امسال,0
1395/06/03,شاخص بورس ۱۱۷ واحد رشد کرد حجم مبنا و دامنه نوسان از دلایل بروز رفتارهای هیجانی در بورس است بسته پیشنهادی بورس به لاریجانی ارائه شد,1
1395/06/06,عملکرد بهتر شرکت‌های کوچک و متوسط نسبت به بزرگان بورس کارکرد صندوق‌های سرمایه گذاری مشترک در بورس تشریح شد اوراق مسکن ۱۰ هزار تومان ارزان شد شاخص بورس ۳۲۴ واحد افت کرد ۱۵ اقدام دولت یازدهم برای رشد شاخص بورس رشد ۳۵ درصدی ارزش معاملات اوراق مسکن در مرداد رشد ۲۰۳ واحدی شاخص بورس در هفته نخست شهریور افت ۰.۶ درصدی شاخص فرابورس در هفته ای که گذشت ۸۰ شرکت در صف ورود به فرابورس هستند,0
1395/06/07,هشدار درباره بازگشت «دردسرهای عظیم» به بازار پتروشیمی شاخص بورس ۴۴۴ واحد دیگر افت کرد نقشه راه «رسانه» برای گفتمان‌سازی «اقتصاد مقاومتی» رشد ۵۰ درصدی حجم معاملات فرابورس در ۵ ماه نخست امسال جزئیات برگزاری سومین نمایشگاه بورس، بانک، بیمه و خصوصی‌سازی در کیش تشریح شد حضور حقوقی‌ها در بورس به فعالیت بیشتر حقیقی‌ها کمک می‌کند,0
1395/06/08,پرداخت ۲۰۶۱ میلیارد ریال سود انواع اوراق در مرداد شاخص بورس ۳۲ واحد رشد کرد چگونگی آزادسازی سهام عدالت تشریح شد رشد سنتی بورس در سال آخر دولت‌ها تاثیر شبکه‌های اجتماعی بر گسترش فرهنگ نوسانگیری در بورس شروط بازگشایی ۱۵ نماد متوقف بورسی اعلام شد,1
1395/06/09,روانشناسی بازار، مشکل سهامداران بورسی است شاخص بورس در ۵ ماه گذشته تنها ۵۷ روز مثبت بود شاخص بورس ۱۲ واحد رشد کرد بهره‌برداری از طرح های پتروشیمی پردیس و نیروگاه بهبهان تا ۲ ماه آینده انجام ۷۸ هزار میلیارد ریال افزایش سرمایه در بورس تصویب سود نقدی ۱۷۵ هزار میلیارد ریالی در بورس طی ۵ ماه,1
1395/06/10,شاخص بورس ۱۹۰ واحد افت کرد تابلو شرکت‌های کوچک و متوسط در فرابورس راه‌اندازی می شود مدیر روابط عمومی و امور بین الملل سازمان بورس منصوب شد افزایش ۲۷۵ درصدی معاملات اوراق مشارکت در بورس,0
1395/06/13,عقبگرد شاخص بورس به کانال ۷۶ هزار واحد بی‌خبری، بورس را از رونق انداخت بلوک ۸۰ درصدی پتروشیمی دماوند فردا در فرابورس عرضه می‌شود معامله ۶۶۷۸ میلیارد ریالی فرابورس در هفته ای که گذشت,0
1395/06/14,شاخص بورس ۲۳۷ واحد افت کرد کارگران با واگذاری‌ها بیکارتر شدند/ با تعاونی می‌توانیم بخش اعظم مشکلات را حل کنیم نگاه تعهدی جایگزین درآمدزایی در واگذاریهای دولت می‌شود ۳ دلیل شکست خصوصی سازی/موافق تعیین اهلیت در واگذاری‌ها نیستم/اصلاح ساختار شرکتها، قشنگ اما نشدنی ۱۱۷ جایگاه سوخت دولتی فردا به مزایده گذاشته می شود اعمال ۹ محدودیت جدید در خصوص معاملات اوراق تسهیلات مسکن مزایده ۳۳۸ میلیارد ریال سهم دولتی فردا برگزار می شود ۵۸ درصد حجم معاملات هفتگی بورس در اختیار سه صنعت,0
1395/06/15,۳۸ درصد کل واگذاریهای ۱۵ سال گذشته در دولت یازدهم انجام شد افت شاخص بورس متوقف شد تلاش فرابورس برای ثبات قیمتی اوراق مسکن/ بازارگردانی «تسه»ها برای روزهای پرتقاضا مدعیان دستکاری شاخص، در پی گرفتن ماهی از آب گل آلود بورس هستند بلوک ۸۰ درصدی پتروشیمی دماوند خریدار نداشت,1
1395/06/16,تعداد ایرانیان دارای کد سهامداری به مرز ۹ میلیون نفر رسید شاخص بورس ۱۴۷ واحد رشد کرد,1
1395/06/17,پای بازارگردان به ۲ سهم فرابورسی باز می‌شود شاخص بورس به رشد ۷۲ واحدی بسنده کرد اساسنامه جدید تعاونی‌ها برای ورود به بورس رونمایی شد پیش بینی ادامه روند متعادل بورس تا برگزاری انتخابات ریاست جمهوری,1
1395/06/20,شاخص بورس ۱۰۱ واحد افت کرد معاملات بلوکی در بورس قانونی است/ پیگیر بازگشایی نمادهای بانکی هستیم نقل و انتقال ۹۰ میلیون ورقه بدهی در فرابورس طی سال جاری افت ۴۲۶ واحدی شاخص بورس در هفته گذشته,0
1395/06/21,شاخص بورس ۳ واحد رشد کرد رشد ۴۵ درصدی حجم معاملات بورس در هفته گذشته توقف ۵ نماد بانکی در بورس ادامه دارد,1
1395/06/23,"شاخص بورس ۱۹۹ واحد افت کرد ""فیش های نجومی"" زاده اقتصاد دولتی تاکید دولت بر کنترل تورم بورس را از رونق انداخت تکالیف خصوصی‌سازی در قانون بودجه سال ۹۵ کل کشور واگذاریهای دولت در بورس به ۱۹۸۷ میلیارد ریال رسید",0
1395/06/24,افت حجم و ارزش معاملات بورس در هفته ای که گذشت ۱۰ مهر ماه آخرین فرصت برای تکمیل اطلاعات مشتریان بورسی اعلام شد تغییرات حدنصاب سرمایه‌گذاری صندوق‌های سرمایه‌گذاری در بورس ابلاغ شد شاخص بورس به رشد ۱۱ واحدی اکتفا کرد ۴ کشتارگاه دولتی واگذار می شود,1
1395/06/27,شاخص بورس ۳۵۰ واحد افت کرد عرضه کالاهای اساسی در بورس به رونق اقتصادی کمک می‌کند بلوک پتروشیمی ابن سینا فردا در فرابورس عرضه می‌شود ارزش معاملات بازار دارایی فکری فرابورس به ۳۰ میلیارد ریال رسید کاهش ۱۸ درصدی معاملات اوراق تسهیلات مسکن در هفته‌ای که گذشت,0
1395/06/28,نفرات برتر کنکور سهامدار شدند ۵۶ درصد از حجم معاملات هفته گذشته بورس در اختیار سه صنعت عرضه اولیه ۲۰میلیون سهم کشت و دام گلدشت فردا در فرابورس توقف طولانی مدت نمادها موجب حبس نقدینگی در بورس می شود,1
1395/06/31,اعتراض رسمی به شرکت بازرگانی دولتی/معاملات سلف شکر در بورس فوراً فوری شود,1
1395/07/04,شاخص بورس ۱۷۴ واحد رشد کرد رشد ۱۲۲ درصدی ارزش معاملات بورس در هفته پایانی تابستان ایجاد تحولی بزرگ در نحوه ورود سرمایه‌گذاران خارجی در بازار سرمایه عرضه شکر‌های سلف شرکت بازرگانی دولتی باعث بر هم خوردن بازار شد,1
1395/07/05,رضایت شاخص بورس به رشد اندک ۸ واحدی رشد ۱۱ واحدی آیفکس در آخرین ماه تابستان گرفتن مالیات بابت واریز سود سهام عدالت غیرقانونی است بورس تحت تاثیر انتخاب دو رئیس جمهور طی ماههای آینده رشد حجم و ارزش معاملات بورس در هفته آخر تابستان موضوع خروج پتروشیمی‌ها از بورس کالای ایران مختومه است,1
1395/07/06,"افت شدید شاخص بورس عربستان در پی اعلام اقدامات ریاضتی شاخص بورس ۱۰۷ واحد رشد کرد ورود ""فرابورس ایران"" به ۸ سالگی اطلاع رسانی در خصوص سهام عدالت ضعیف است تمامی پتروشیمی ها ملزم به عرضه در بورس کالا شدند عرضه اولیه ۱۲میلیون سهم یک شرکت لبنی فردا در فرابورس شرکت های بورسی ۱۷۶ هزار میلیارد ریال سود پرداخت کردند",1
1395/07/07,"یکساله شدن حضور ""اسناد خزانه اسلامی"" در فرابورس شاخص بورس ۱۵۷ واحد رشد کرد طیب‌نیا دستور بررسی اتهام قیمت‌سازی ""فولاد مبارکه"" در بورس کالا را صادر کرد سهم ۱۲.۰۷ درصدی فرابورس از کل واگذاریهای دولت پربازده ترین صندوقهای سرمایه گذاری در نیمه نخست امسال ۹ شرکت و کشتارگاه دولتی در سبد واگذاریهای مهرماه دولت",1
1395/07/10,کاهش مولفه‌های شهریور بورس در مقایسه با مرداد رونمایی از دهمین عرضه اولیه امسال فرابورس شاخص بورس به نیمه ارتفاع ۷۷ هزار واحد نزدیک شد شاگرد اول های بورس در تابستان امسال معرفی شدند افزایش ۹۲ درصدی صدور کد سهامداران خارجی در بازار سرمایه کسب بیشترین بازدهی هفتگی در بین بورس‌های جهان توسط بورس تهران رشد حجم و کاهش ارزش معاملات فرابورس در نیمه نخست امسال پیش بینی بورس سبز در نیمه دوم سال/ پایداری رشد شاخص به شرط خروج از رکود افت ۳۷۶۹ واحدی شاخص بورس در نیمه نخست امسال رشد معاملات اوراق بدهی در هفته اول پاییز,1
1395/07/11,سرمایه گذاری بزرگترین هلدینگ چند رشته ای بورس ایران در گرجستان شاخص بورس ۱۹۱ واحد افت کرد زیرساختها برای عرضه محصولات پتروشیمی در بورس کالا فراهم است ۲۰درصد از کل معاملات نیمه نخست امسال در اختیار ۵ کارگزاری,0
1395/07/12,"شاخص بورس ۲۲ واحد افت کرد هر سهم ""بکهنوج"" ۹۳۰ تومان کشف قیمت شد شرط اثرپذیری شاخص بورس از کاهش نرخ سود بانکی",0
1395/07/13,کارگزاری‌های عضو فرابورس ایران ۱۰۴ تایی شدند رشد ۷۰ واحدی شاخص بورس در معاملات امروز پاکتهای مزایده چند شرکت و کشتارگاه دولتی بازگشایی شد سه شرکت به جمع بورس نشین ها اضافه شد,1
1395/07/17,رشد ۴۸ درصدی دفعات معاملات بازارهای فرابورس رشد ۳۴ واحدی شاخص بورس در اولین روز هفته جاری افت ۰.۲ درصدی شاخص بورس در هفته دوم پاییز امسال تعداد کدهای سهامداران بورسی از مرز ۹ میلیون فراتر رفت,1
1395/07/18,شاخص بورس ۲۱۸ واحد رشد کرد بورس کالا، حلال مشکلات فروش، قیمت گذاری و تامین مالی صنعت فولاد برجام به تنهایی نمی‌تواند سرمایه‌های خارجی را به بورس بکشاند نیمی از حجم معاملات هفتگی بورس در دست خودرویی ها یک شرکت پالایشی به جمع بازار دومی های بورس اضافه شد آخرین وضعیت نمادهای غایب بورس تهران اعلام شد,1
1395/07/19,شاخص بورس از نیمه ارتفاع ۷۷ هزار واحد عبور کرد سازمان بورس پیگیر مطالبات سهامداران در زمینه سود تقسیمی مجامع باشد ابهام در پایان خصوصی سازی,1
1395/07/24,اسامی نقدشونده ترین سهام فرابورسی منتشر شد شاخص بورس به ارتفاع ۷۸ هزار واحد نزدیک شد تقسیم سود، تامین مالی شرکتهای بورسی را با مشکل مواجه می‌کند مُهر تائید دیوان عدالت اداری بر عدم واگذاری سرخابی‌ها سهام عدالت در قالب صندوق‌های قابل معامله آزادسازی می‌شود رشد ۱۲ واحدی شاخص فرابورس در هفته سوم پاییز,1
1395/07/25,"مصوبات نرسد، از آزادسازی سهام عدالت خبری نیست شاخص بورس ۳۱۷ واحد افت کرد گندم در بورس معامله شود افزایش سرمایه ""شیشه و گاز"" از محل سود انباشته ورود ۲۷۹۳ نفر به فرایند خرید مسکن از طریق فرابورس در هفته گذشته دست کوتاه سهامداران بورس از سود تقسیمی مجامع تاثیر مثبت افزایش جهانی قیمت نفت بر معاملات بورس زمان قطعی دومین عرضه اولیه امسال بورس مشخص شد",0
1395/07/26,"شاخص بورس ۱۳۸ واحد رشد کرد پاک کردن صورت مساله بجای حل مشکلات در بورس دست آنلاینی‌ها از عرضه اولیه سهام ""آپ"" کوتاه شد",1
